Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,IF_Anomaly,IF_Anomaly_Score,DBSCAN_Cluster
2020-01-15 19:02:01,28.160.209.44,110.245.202.100,1977,45542,ICMP,305,Data,HTTP,"Reprehenderit vel consequatur et. Accusantium velit facilis eaque.
Corporis soluta rerum quis dolores corrupti tempore. Ad ullam porro dolorum.
Officia est dolorum excepturi quibusdam dolore.",,0.89,,Intrusion,Known Pattern A,Ignored,High,Azad Hayer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ha-NG) AppleWebKit/535.1.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.1.6",Segment B,"Nellore, Karnataka",,Log Data,Alert Data,Firewall,-1,0.6180784783842995,-1
2020-02-28 23:41:53,150.65.53.75,114.61.242.187,60740,8491,ICMP,72,Control,DNS,"Aliquam neque nisi ex excepturi culpa. At fugiat repellendus.
Fugit sint cupiditate. Itaque nam totam dignissimos ipsum. Voluptates nihil sint voluptates natus accusantium.",IoC Detected,1.31,,Malware,Known Pattern B,Ignored,High,Shanaya Sehgal,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/28.0.807.0 Safari/536.2",Segment C,"Allahabad, Himachal Pradesh",84.90.85.121,,Alert Data,Server,-1,0.6173711747057927,-1
2021-08-02 00:59:31,219.174.218.162,109.124.180.228,4862,25685,UDP,77,Data,DNS,"Omnis maiores tempore sunt. Laboriosam eligendi deserunt corrupti repellendus.
Ea fugiat consectetur adipisci quaerat assumenda animi. Voluptates eum nesciunt cum excepturi.",IoC Detected,97.99,Alert Triggered,Malware,Known Pattern A,Blocked,High,Shamik Bains,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),Segment B,"Jorhat, Haryana",112.147.39.218,Log Data,Alert Data,Firewall,-1,0.6172577868756755,-1
2022-04-09 23:06:07,198.232.144.77,43.9.214.104,2483,3910,ICMP,1001,Data,DNS,Soluta minima impedit voluptatibus aliquam. A facilis voluptas sapiente amet recusandae.,,3.44,,Intrusion,Known Pattern A,Ignored,Medium,Ela Balay,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/51.0.863.0 Mobile/23G938 Safari/536.0",Segment B,"New Delhi, West Bengal",67.133.99.10,,Alert Data,Firewall,-1,0.6168497326966307,-1
2022-11-15 21:28:39,72.77.224.73,164.153.45.59,2014,58834,ICMP,1360,Data,DNS,Magni eveniet tenetur alias dolor. Omnis reiciendis expedita praesentium. Voluptatem assumenda quidem fugiat quis eligendi. Alias maiores esse beatae.,,7.47,,DDoS,Known Pattern A,Ignored,High,Madhup Chokshi,Mozilla/5.0 (Windows CE; hr-HR; rv:1.9.2.20) Gecko/7943-04-08 19:55:01 Firefox/3.6.7,Segment B,"North Dumdum, Nagaland",158.142.16.221,Log Data,,Server,-1,0.6168484607043778,-1
2022-04-08 08:36:45,34.174.250.167,179.195.185.0,2445,13900,ICMP,102,Data,DNS,"Non iusto quidem consequuntur.
Ab suscipit quibusdam debitis id repellat. Voluptatem a ad nisi ducimus aspernatur tenetur.",,83.87,,DDoS,Known Pattern B,Ignored,High,Dhruv Ravel,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/44.0.843.0 Safari/532.2",Segment C,"Jamnagar, Manipur",,,,Server,-1,0.616791557656399,-1
2020-11-14 07:03:27,204.9.108.72,148.44.186.144,6146,13168,ICMP,1449,Data,HTTP,"Praesentium eius aliquid omnis tempore atque.
Tempora ducimus ullam totam. Ad eaque quisquam sit. Non nisi accusamus sapiente aliquid totam.",IoC Detected,0.99,,Malware,Known Pattern B,Logged,High,Sahil Kala,Opera/9.53.(X11; Linux i686; bhb-IN) Presto/2.9.177 Version/12.00,Segment C,"Indore, Chhattisgarh",42.180.95.7,Log Data,,Server,-1,0.6165920514524602,-1
2023-03-25 10:14:45,138.57.145.42,143.40.160.16,5428,37886,ICMP,69,Data,DNS,"Voluptatem libero quos cum praesentium. Maxime sunt repellendus consequatur facilis sapiente.
Debitis rerum officiis minus porro facere maiores. Nesciunt quia dolore dolorem tempore maiores vitae.",IoC Detected,99.45,,Malware,Known Pattern A,Ignored,High,Vardaniya Banik,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.31.3 (KHTML, like Gecko) Version/4.0 Safari/534.31.3",Segment C,"Malda, Tripura",157.62.198.214,,Alert Data,Server,-1,0.6164851900534314,-1
2020-03-31 18:00:14,46.27.30.149,128.42.116.39,49005,3456,ICMP,108,Data,DNS,"Vel maxime ullam illo quidem pariatur laudantium. Porro aliquam voluptatem aspernatur sequi pariatur.
Magni inventore pariatur eligendi aut in fuga. Quos debitis dignissimos totam.",IoC Detected,95.8,,DDoS,Known Pattern A,Blocked,Medium,Kimaya Subramaniam,Opera/9.31.(X11; Linux x86_64; brx-IN) Presto/2.9.161 Version/11.00,Segment A,"Jorhat, Assam",,,Alert Data,Server,-1,0.6161853371020548,-1
2022-02-19 07:04:45,22.155.211.72,95.183.53.207,2429,61825,ICMP,1434,Data,FTP,Exercitationem molestiae pariatur ducimus maxime optio. Dignissimos consequatur veritatis minima animi laudantium.,,12.94,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Stuvan Mand,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/29.0.881.0 Safari/532.1",Segment A,"Jhansi, Jharkhand",178.104.21.203,,Alert Data,Server,-1,0.6158568732765595,-1
2023-09-03 12:14:03,77.3.125.253,85.179.233.65,4085,17357,UDP,68,Control,FTP,Magnam suscipit rerum necessitatibus magni. Quidem expedita vero sapiente quae. Deserunt consequatur consequuntur ipsa reprehenderit.,,97.88,,DDoS,Known Pattern A,Ignored,High,Mohanlal Sha,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8; rv:1.9.2.20) Gecko/3053-07-19 02:21:33 Firefox/3.8,Segment B,"Phagwara, Bihar",23.152.26.219,,,Firewall,-1,0.6155733428497526,-1
2023-07-26 21:08:19,68.209.139.74,89.112.134.2,51323,59993,ICMP,138,Control,DNS,Libero aliquam deserunt harum. Veniam nesciunt eaque. Aperiam exercitationem facere a commodi asperiores eaque.,,0.96,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Indrajit Tandon,Opera/9.72.(Windows NT 5.1; cs-CZ) Presto/2.9.179 Version/12.00,Segment A,"Mahbubnagar, West Bengal",43.36.61.7,,Alert Data,Server,-1,0.61556108904338,-1
2022-04-19 01:25:09,219.199.209.139,47.121.124.32,2543,64078,UDP,1423,Data,HTTP,Ducimus officiis itaque omnis sunt. Cumque delectus praesentium rem quam deserunt omnis. Quas neque itaque nisi nemo.,,85.94,,DDoS,Known Pattern A,Ignored,High,Jayan Das,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nhn-MX) AppleWebKit/533.11.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.11.3",Segment B,"Davanagere, Maharashtra",194.83.91.194,Log Data,Alert Data,Server,-1,0.6150794131105157,-1
2020-03-16 22:31:38,37.239.39.127,71.176.103.158,4349,53157,UDP,1423,Control,HTTP,Quidem dolores voluptatibus laborum ducimus ducimus alias. Ex necessitatibus aut eos commodi dolor. Cum qui corrupti ea ratione veritatis. Temporibus quibusdam exercitationem doloribus.,,1.37,,DDoS,Known Pattern B,Logged,Medium,Ivana Bhavsar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5 rv:6.0; rw-RW) AppleWebKit/535.33.6 (KHTML, like Gecko) Version/5.0 Safari/535.33.6",Segment C,"Motihari, Arunachal Pradesh",,,Alert Data,Firewall,-1,0.615058120397282,-1
2023-08-08 03:47:45,78.55.223.136,62.16.200.18,3101,59623,ICMP,254,Control,DNS,"Voluptate reiciendis esse odio. Fugiat expedita delectus porro magni magnam.
Commodi in dolore magni itaque voluptatibus. Debitis quaerat quidem dolorum quas.",,4.44,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Bhamini Vyas,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.48.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.48.7",Segment A,"Bareilly, Tripura",197.224.235.240,,,Server,-1,0.6150405357386387,-1
2022-05-13 15:22:18,183.153.65.72,179.184.5.204,2960,65090,UDP,1495,Control,HTTP,"Non consequuntur rerum omnis aperiam. Assumenda eveniet a earum. Cum sit laborum modi dolore exercitationem.
Omnis quod sed.",,91.01,,Malware,Known Pattern B,Logged,Medium,Nirvaan Kala,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.2.7 (KHTML, like Gecko) Version/4.0 Safari/533.2.7",Segment A,"Buxar, Tamil Nadu",129.112.152.168,,,Firewall,-1,0.61486679031615,-1
2020-08-31 16:25:09,25.39.55.11,8.200.146.136,53880,59424,ICMP,64,Control,FTP,"In vel ipsam tempora. Aut eligendi vitae quam rem tempora.
Occaecati hic reiciendis. Fugiat nostrum assumenda. Pariatur ex temporibus aliquam est ipsa.",IoC Detected,98.97,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Amani Thakkar,Opera/8.17.(X11; Linux i686; wo-SN) Presto/2.9.174 Version/11.00,Segment C,"Kota, Assam",137.103.214.37,,Alert Data,Server,-1,0.6148532733237138,-1
2022-04-06 04:28:04,7.193.16.236,146.23.242.155,2091,63260,UDP,1414,Control,HTTP,"Ratione omnis quo consequatur perferendis natus ab.
Libero quisquam dolorem officiis. Cumque natus reiciendis quod nostrum nulla earum. Accusantium iusto qui expedita non rem.",,7.4,,DDoS,Known Pattern A,Blocked,Low,Hridaan Seshadri,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.1),Segment A,"Darbhanga, Maharashtra",105.48.111.59,,,Server,-1,0.6147270555881402,-1
2023-10-06 09:21:28,134.245.47.176,43.174.225.214,51251,62776,UDP,118,Control,HTTP,Inventore architecto voluptatum error deleniti. Tempora pariatur ipsum nam. Unde delectus dolor eligendi totam est consequatur.,,6.08,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Dishani Sodhi,Opera/9.37.(X11; Linux i686; aa-DJ) Presto/2.9.185 Version/11.00,Segment C,"Yamunanagar, West Bengal",144.91.105.40,Log Data,Alert Data,Firewall,-1,0.6147186092365289,-1
2020-05-30 08:40:34,3.28.145.254,171.101.188.91,64210,24020,ICMP,95,Control,HTTP,Debitis nemo consequatur eos ullam temporibus. Recusandae laudantium perspiciatis. Quia atque libero repudiandae.,,97.63,,Malware,Known Pattern B,Blocked,High,Aradhya Grewal,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4020-04-28 04:19:45 Firefox/11.0,Segment C,"Jaipur, Telangana",104.91.69.107,Log Data,,Firewall,-1,0.614657472364927,-1
2020-05-22 10:50:33,86.64.25.5,117.253.25.117,2560,40563,ICMP,369,Data,HTTP,Rem illum voluptas labore quidem veniam. Quasi qui perferendis sequi. Maxime accusantium voluptatum commodi at quis maiores.,,0.81,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Nitya Thaman,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/18.0.866.0 Safari/531.2",Segment C,"Vijayanagaram, Meghalaya",166.120.42.168,Log Data,,Firewall,-1,0.6146495522478617,-1
2023-01-22 20:32:16,56.144.47.22,4.167.253.76,2867,19443,UDP,78,Data,HTTP,"Sequi excepturi unde provident sunt reiciendis voluptatibus. Minima provident facere delectus.
Quasi nulla eaque repellat temporibus. Est ad fugiat eligendi eum iure nesciunt.",,98.41,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Jayant Kurian,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.37.5 (KHTML, like Gecko) Version/4.0.2 Safari/535.37.5",Segment C,"Proddatur, Haryana",68.190.160.234,,,Server,-1,0.6144085499739078,-1
2020-11-09 20:19:10,207.142.50.154,153.190.45.113,61966,1652,UDP,105,Data,HTTP,"Porro alias rerum id laudantium provident.
Porro soluta veniam dignissimos. Vel commodi nemo in recusandae odio.",,97.61,,DDoS,Known Pattern A,Blocked,High,Rasha Samra,Mozilla/5.0 (Android 2.3.5; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,Segment C,"Bongaigaon, Rajasthan",155.149.42.83,,,Server,-1,0.6143235128935383,-1
2021-02-21 16:39:02,180.176.160.144,159.79.72.92,1910,52947,UDP,93,Control,DNS,Ipsam quos doloremque fugit ex dolorem. Magni ratione architecto et fugit porro. Sit veritatis repellendus.,IoC Detected,55.66,,DDoS,Known Pattern B,Ignored,High,Manikya Shukla,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/63.0.835.0 Mobile/48S356 Safari/534.1",Segment C,"Saharanpur, Goa",164.15.173.182,,,Firewall,-1,0.61414700932581,-1
2022-12-24 19:35:10,172.126.249.228,150.79.173.226,2004,1721,UDP,163,Control,HTTP,Occaecati cum nam vitae tenetur fuga repellendus. Ea harum perspiciatis odit voluptas quibusdam. Hic beatae fuga doloremque maxime a unde.,,93.56,,Intrusion,Known Pattern B,Ignored,Medium,Ritvik Bose,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4 rv:6.0; gv-GB) AppleWebKit/535.1.4 (KHTML, like Gecko) Version/5.1 Safari/535.1.4",Segment A,"Panihati, Uttarakhand",21.77.117.164,,,Firewall,-1,0.6140275130489904,-1
2022-10-04 04:57:52,158.143.12.145,97.128.97.255,62193,60950,ICMP,99,Data,DNS,Molestias reprehenderit velit omnis molestiae voluptates voluptatum. Quisquam explicabo sit id velit perferendis.,,9.53,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Shamik Thaker,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4; rv:1.9.3.20) Gecko/2420-12-04 07:10:33 Firefox/3.6.3,Segment C,"Akola, Gujarat",5.202.239.7,,,Firewall,-1,0.6138016953546291,-1
2020-04-21 04:27:22,88.8.192.1,183.0.37.59,51275,4223,ICMP,75,Data,DNS,"Laborum repellat porro excepturi hic. Ab corrupti beatae ea.
Eveniet atque suscipit asperiores. Officiis sequi quam ex quam. Exercitationem impedit id consequatur voluptates.",IoC Detected,1.15,,Intrusion,Known Pattern B,Logged,High,Taimur Edwin,Opera/9.65.(Windows NT 6.0; tk-TM) Presto/2.9.181 Version/12.00,Segment A,"Hospet, Tripura",108.160.180.59,Log Data,,Firewall,-1,0.613792449670133,-1
2023-04-05 22:27:14,16.1.0.39,78.191.203.136,1172,61867,ICMP,418,Control,DNS,"Doloribus nihil placeat. Dolorem laudantium vel perspiciatis.
Suscipit odit autem molestias praesentium tempora. Facilis odio tenetur ad minima dicta eius.",,4.8,,Intrusion,Known Pattern A,Blocked,Low,Arnav Chakraborty,Opera/8.52.(Windows 98; Win 9x 4.90; bho-IN) Presto/2.9.183 Version/11.00,Segment C,"Durg, Mizoram",,,,Firewall,-1,0.6137475840798127,-1
2022-05-29 08:46:08,219.174.136.102,40.155.247.78,11088,5760,ICMP,1421,Control,DNS,"Cum ducimus delectus quidem sapiente voluptatem.
Praesentium quisquam distinctio unde voluptatum ducimus. Accusantium aut soluta maiores molestiae iure.",IoC Detected,1.97,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Akarsh Raval,Mozilla/5.0 (Windows NT 5.1; si-LK; rv:1.9.1.20) Gecko/9509-01-12 13:24:43 Firefox/3.8,Segment C,"Panchkula, Gujarat",,Log Data,Alert Data,Firewall,-1,0.6137308473747364,-1
2022-08-20 17:23:00,35.193.87.161,9.21.74.210,9701,2592,ICMP,1206,Data,HTTP,Quaerat vero veritatis ratione occaecati repudiandae possimus. Quod tempora rem hic quos.,IoC Detected,1.5,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Myra Ramaswamy,Mozilla/5.0 (Android 4.0.4; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,Segment A,"Tirupati, Karnataka",,Log Data,Alert Data,Server,-1,0.613726409890715,-1
2023-05-25 14:19:32,74.9.67.111,60.229.159.127,57457,55852,UDP,142,Control,HTTP,"Id excepturi debitis temporibus dolorem nam. Deserunt perspiciatis voluptate.
Ab beatae velit necessitatibus labore delectus. Labore quo minus officia.",,3.7,,DDoS,Known Pattern A,Blocked,Medium,Dharmajan Kohli,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/42.0.816.0 Mobile/02E757 Safari/531.2",Segment A,"Bihar Sharif, Maharashtra",,Log Data,Alert Data,Server,-1,0.6133419956792376,-1
2023-01-03 21:41:51,183.98.116.233,194.112.86.54,65127,7060,ICMP,1347,Data,DNS,Magnam possimus dolor consequuntur tempora. Magnam at alias quod ab ratione voluptatum. Inventore accusamus placeat facilis.,IoC Detected,99.95,,DDoS,Known Pattern A,Blocked,Low,Aniruddh Vig,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.1),Segment C,"Chinsurah, Goa",90.146.174.23,Log Data,,Server,-1,0.6133342007189366,-1
2021-05-21 01:52:39,161.19.108.242,210.181.204.16,27509,59919,UDP,76,Control,DNS,Aut ab error cum. Sapiente exercitationem iste harum dignissimos velit consequuntur. Aspernatur quasi nisi molestiae placeat eum.,IoC Detected,2.16,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Abram Lal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6 rv:4.0; byn-ER) AppleWebKit/532.22.7 (KHTML, like Gecko) Version/4.1 Safari/532.22.7",Segment B,"Gandhidham, Telangana",198.136.223.241,Log Data,,Server,-1,0.6132724287012993,-1
2022-01-06 18:26:18,185.40.101.3,216.212.250.250,7577,9429,ICMP,1477,Control,DNS,Tenetur temporibus repellendus deserunt. Ratione deleniti quibusdam tempora sint reiciendis. Maiores perferendis reprehenderit nam vitae unde cumque.,IoC Detected,1.57,,Malware,Known Pattern A,Blocked,Medium,Aayush Chadha,Opera/9.59.(Windows NT 5.01; fr-CH) Presto/2.9.170 Version/12.00,Segment C,"Gudivada, Nagaland",,,,Server,-1,0.6130821139182911,-1
2022-05-22 11:49:21,18.102.20.250,36.9.141.138,4047,60646,ICMP,1400,Control,FTP,"Doloremque dolorem facilis veniam harum iste. Corrupti inventore alias alias.
Rem culpa exercitationem nemo at debitis ex. Fugiat dicta quidem commodi quaerat neque.",,2.13,,DDoS,Known Pattern B,Blocked,Medium,Yuvaan Ganesh,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),Segment B,"Naihati, Kerala",48.239.101.6,Log Data,,Firewall,-1,0.6130284246929307,-1
